Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Greenland,GRL,GDP per capita growth (annual %),,,,,,,,,,,,11.14456573,3.759157601,5.280208863,4.638514055,0.443324334,5.746010905,9.483179544,6.44767947,4.01494748,7.377089859,-0.913783646,-5.347625298,2.265770795,-6.259164456,2.682173806,6.496777011,4.345640616,4.25465948,5.695173007,-12.19586644,0.066510785,-4.768522636,-4.85588277,5.351805602,3.170997483,1.348009341,1.28773229,7.565899666,1.377884831,6.911024149,0.999463912,-1.42425895,-0.653399695,6.459612202,2.700418321,7.410903222,0.987529179,4.0173575,1.500491611,1.660606294,1.518434353,1.662081457,-2.400317333,-0.484522955,1.982928033,
Guatemala,GTM,GDP per capita growth (annual %),,1.282331611,0.565419895,6.412236252,1.646315865,1.379120305,2.493177645,1.137339708,5.6738825,1.787744127,2.769313825,2.685227984,4.423051736,3.932221585,3.589075275,-0.664961102,4.694355673,5.159180538,2.446843803,2.175407544,1.233967272,-1.820338,-5.903531778,-4.963916336,-1.945154628,-2.987496504,-2.213122304,1.140843672,1.50183088,1.555018832,0.728084588,1.259442396,2.405702984,1.520515349,1.644625019,2.567029178,0.654431566,2.05435293,2.674900133,1.533394146,1.265234415,-0.020467844,1.451333725,0.138797076,0.762513622,0.901731159,3.012292536,3.950844206,1.024157493,-1.649976677,0.660625514,1.942669186,0.797912686,1.535244526,2.032858704,2.03275711,1.01538774
Guam,GUM,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575694306,6.171835823,3.337413465,-3.97776594,0.686358791,1.613782619,0.191250318,1.955229242,-0.023799433,1.837640903,1.6098847,0.887678996,-0.068072833,
Guyana,GUY,GDP per capita growth (annual %),,1.588495506,-1.731852096,-14.573932,8.694318843,8.163057723,3.229549987,2.561868007,-0.488013888,5.518214903,2.896459606,1.848653462,-4.424374975,0.139499131,6.54515926,7.32028941,0.424734799,-3.70152431,-2.788095009,-2.610763465,1.225450439,1.291156472,-13.13613153,-6.517411857,-4.571902007,3.035516049,-0.125913206,1.825532499,-2.824411787,-4.29861155,-2.7307534,5.845060779,7.277251966,7.445481886,7.828100282,4.579629916,7.802751771,6.415654104,-1.376844954,3.334437422,-1.117895774,2.391087585,1.101937255,-1.001700241,3.322096411,-1.864736191,5.31824214,7.268163252,2.189122887,3.404666101,4.250219311,5.07905364,4.260984894,4.529014002,3.118347821,2.48695055,2.624598341
High income,HIC,GDP per capita growth (annual %),,3.215658012,4.520262706,3.977737834,5.176859477,4.320933149,4.934284562,3.501577154,5.1667226,4.678069118,2.961207747,2.896042377,4.562304348,5.407809107,0.166607158,-0.89912849,4.252944064,3.078547859,3.344325923,3.281951083,0.617806397,1.158516624,-0.866819829,1.922390166,3.85403771,3.069544482,2.462227225,2.694205756,4.149347473,3.208830711,2.455496528,0.673375489,1.427655215,0.534580864,2.433031372,2.001735609,2.270945037,2.630236387,2.04976531,2.629482984,3.39998999,0.818563576,0.866165119,1.451618766,2.573960925,2.025947395,2.237337697,1.786116052,-0.521031035,-4.12161718,2.266711033,1.339513464,0.646952923,0.773903902,1.323373419,1.564979846,1.093563436
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),,,9.550065389,11.84879762,6.033255725,11.66928706,0.897383376,-0.931880334,1.224993509,9.580170785,6.583154516,5.004230175,8.511534031,9.156051732,-0.771106313,-1.395359508,14.71426376,10.12437688,6.317131944,5.623232967,7.207201755,6.725083116,1.363827651,4.378948988,8.898145771,-0.319507465,9.68108261,12.26251401,7.603363353,1.222971496,3.497374386,4.829038162,5.346631869,4.392367099,3.674744401,0.366584479,-0.267892306,4.228344531,-6.665063579,1.5323653,6.718477039,-0.177545668,1.207541458,3.260005172,7.855626013,6.920024095,6.347430297,5.553540769,1.518788418,-2.668921648,5.986369469,4.112098872,0.52047879,2.629630715,1.993290058,1.497297717,1.476134098
Honduras,HND,GDP per capita growth (annual %),,-0.951143671,2.858051111,0.727509567,2.488247449,5.971254797,2.371778658,2.925463071,3.504674725,-2.275094359,0.607856243,0.967241458,2.680272893,4.713281404,-4.141813963,-0.914102351,7.173359735,7.036422635,6.656990505,1.478678904,-2.386397616,-0.56614627,-4.359548196,-3.890515266,1.243162052,1.114512285,-2.222819183,2.9580279,1.599822462,1.340146559,-2.755156571,0.3240412,2.647783402,3.259478051,-4.037375365,1.211686979,0.791714993,2.189309185,0.190392625,-4.438975645,3.040341488,0.132836617,1.182897655,2.010377579,3.720590532,3.615921293,4.193582818,3.893642533,2.051207504,-4.403183848,1.708904258,1.885918082,2.242810082,0.985254206,1.286505407,1.887147132,1.880914685
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),,-1.991264,4.384082681,0.786886656,1.091229047,1.700167371,0.149552763,-0.231308931,0.345477288,1.922206504,1.701432156,1.487677077,-0.895186225,0.209961348,2.928391169,-0.525579582,1.330220364,1.0523071,-0.308741138,-2.587669698,-2.885846924,1.261248217,-1.364649726,-1.975357201,-1.427510526,-1.055558559,0.279885722,0.558867386,-1.586717702,-0.801148061,-3.922438506,-2.058048592,-3.592616794,-2.26755269,-2.676539196,1.783211858,2.545951091,1.551306226,0.793766808,0.229610188,0.019318042,1.397913352,0.601979314,1.588439194,2.404513137,3.209908829,3.161157176,3.596702257,3.098001562,1.436085926,2.804431358,1.811996242,2.860389269,2.717239864,2.641070696,2.174742712,1.592804517
Croatia,HRV,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.996505817,4.826063132,3.468677964,-2.088424564,6.768454036,3.108259847,5.246474529,5.557907035,4.106258043,4.093491613,4.832321383,5.244820133,2.08770158,-7.270236556,-1.449883527,2.913909043,-1.888001859,-0.787991083,-0.085590798,2.482529278,3.743817658
Haiti,HTI,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851180643,0.368807142,0.927018085,-0.838426031,-2.676455131,-1.856589476,-1.22183007,-5.031811914,0.219963979,0.66211591,1.749025245,-0.695362963,1.536497307,-6.884637,4.010975393,1.443634179,2.809536875,1.442032508,-0.098396905,0.16553752
Hungary,HUN,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.026235553,-0.462665221,3.088168308,1.630917597,0.17751252,3.51419084,4.46171335,3.497702593,4.473366941,4.012410682,4.801061871,4.125570688,5.238170137,4.59069588,4.017592275,0.604078505,1.066013616,-6.418780943,0.904899695,2.028121452,-1.093036343,2.398733074,4.32798042,3.393718717,2.214708195
IBRD only,IBD,GDP per capita growth (annual %),,1.29755664,1.920562042,2.294114191,5.364572661,3.163613494,2.482831799,2.097847454,4.35035953,4.822285216,4.951499614,3.726480907,4.324445423,5.09168535,3.593178379,2.498801119,4.667934031,2.590026791,1.625193407,2.421815545,2.92158517,0.044280452,0.278093331,-0.737547494,2.800792494,2.418073847,2.448437197,2.895875766,1.778457204,1.014192001,0.304970683,-0.57091672,-0.547494771,1.466509544,1.16247098,2.361275024,3.424253232,3.686321776,0.619957093,1.895311464,4.403650736,2.135615565,2.946645247,4.215012987,6.56514794,5.94818087,6.971498357,7.717866815,4.580838858,1.069438761,6.410551668,5.092050072,3.834409941,3.91099501,3.444272246,2.797431301,2.859645492
IDA & IBRD total,IBT,GDP per capita growth (annual %),,0.943025489,1.995687882,2.32809967,4.999682086,3.022100248,1.992561888,1.202249424,3.988960188,4.995724432,5.301012212,3.74070083,3.757783748,4.732771612,3.700139106,1.858626768,4.462719084,2.438607967,1.19707489,2.195353384,2.605591872,-0.387994914,0.065876247,-0.979633948,2.33586933,2.28182611,1.950689282,2.342793609,1.655591397,0.891048074,0.227384208,-0.766093052,-0.786266853,1.133117259,0.858806713,2.081372684,3.184122338,3.326736526,0.46651312,1.632240361,4.030634704,1.917715216,2.617520082,3.944299257,6.531678697,5.558988022,6.575400718,7.254543923,4.246448104,0.950352218,5.99210112,4.66331249,3.504477603,3.634448806,3.20036501,2.480608887,2.487622293
IDA total,IDA,GDP per capita growth (annual %),,-1.164743664,2.962859312,2.699354276,2.322479027,2.071266109,-1.827481287,-6.175860463,0.967816532,6.887487439,8.736632676,4.013951714,-1.075986562,1.642864675,5.091181322,-3.679305037,3.10749349,1.728540526,-2.232430126,0.803202577,0.327093359,-3.939214162,-1.209585819,-2.539208344,-1.489495986,1.994522988,-2.288044242,-2.606348233,1.567466979,0.859094347,1.1662192,-1.349120583,-1.836851093,-1.152408749,-0.984465949,0.628021119,2.363785627,0.753702873,0.835484947,0.472011469,1.535861086,1.764712769,0.955053772,3.235809999,9.40173211,3.315725078,4.311593872,4.113726578,2.887500262,2.627241421,3.677943498,2.174428096,2.334418318,3.297341369,3.355016677,1.645229603,0.93634738
IDA blend,IDB,GDP per capita growth (annual %),,-1.133303283,1.811424937,5.295609252,2.531933273,2.980654102,-3.189267232,-11.24839739,-0.650078641,13.64131541,15.57111686,8.114756056,1.253884257,2.828254436,6.005601191,-5.019128266,3.524598244,2.205907585,-3.908321114,2.84663661,2.34321191,-7.698732782,-0.955885345,-3.326607167,-1.999773178,4.238582886,-4.844260502,-5.717225942,3.236642887,1.926455921,3.985178964,-1.351949093,-1.414133376,-1.259143773,-0.577592469,-0.513901743,2.31324824,-0.315441653,0.345320802,-0.436105607,1.651201159,1.075135133,0.618923974,3.801505468,15.58213265,2.562195633,4.501343681,3.57595083,1.93249692,2.832123864,3.610094996,2.426180655,2.140552824,2.941990821,3.451543614,1.358154952,-0.629751714
Indonesia,IDN,GDP per capita growth (annual %),,2.988895162,-0.820505811,-4.805826487,0.791509268,-1.609849634,0.040273788,-1.338248614,7.944952122,3.976387332,4.712334766,4.222090715,4.263534814,5.334615041,4.913151621,2.360271513,4.265201616,6.138621377,4.229132658,4.800396915,7.319632202,5.433422017,-0.08787209,1.86043943,4.650527674,0.315805378,3.743845682,2.893204895,3.802716353,5.507833083,5.348576204,5.070917467,4.71082316,4.759344594,5.840055674,6.564723759,6.223425763,3.196881072,-14.34677794,-0.608564844,3.467897895,2.21034398,3.057408677,3.337425898,3.589173046,4.248258287,4.066289193,4.90681495,4.590605774,3.238193028,4.82944014,4.794247841,4.677119579,4.23837264,3.731244892,3.644936751,3.82778128
IDA only,IDX,GDP per capita growth (annual %),,-1.176763885,4.086298151,0.247345058,2.122860146,1.178711475,-0.423545388,-1.161427281,2.386531999,1.195317374,2.23508431,-0.434884217,-3.888038552,0.038689682,3.742115772,-2.143836576,2.344598956,0.859322089,-0.2884323,-2.054294065,-2.642342369,1.054389232,-1.719385535,-1.75546978,-1.03622783,-0.814009589,0.671506598,0.758622845,-0.399617747,-0.381404261,-2.071064407,-1.310087211,-2.261214146,-0.949840931,-1.356635363,2.015746587,2.490048715,1.981284389,1.407613734,1.493136625,1.484421654,2.554743462,1.37750454,2.765021101,3.397224969,4.214252165,4.156506668,4.723692144,3.91647126,2.408211841,3.700874278,1.860681441,2.502124548,3.628077827,3.217632928,1.909065441,2.525504
Isle of Man,IMN,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,0.084171962,17.70685884,7.874580421,9.430122677,4.719027034,2.601996137,0.624170953,0.237481276,2.301754,3.762343008,3.905864268,7.16388908,7.910449006,12.68087488,12.80518549,4.464343614,4.457623405,4.897279135,5.305656831,4.147172926,4.818993267,6.585390359,6.333097904,8.719880073,1.108776408,8.395137434,3.923124786,5.405088774,3.720126078,4.29736067,,
India,IND,GDP per capita growth (annual %),,1.683475587,0.872390061,3.846748664,5.258291204,-4.634657837,-2.112504274,5.596703258,1.226883245,4.269676541,2.863771521,-0.627204837,-2.816587166,0.91849488,-1.146789158,6.646223226,-0.65072451,4.82877317,3.327097834,-7.383254322,4.305147809,3.578050295,1.101034617,4.83543596,1.471102565,2.90843419,2.480293491,1.723703014,7.302963549,3.736988483,3.366900569,-0.982546363,3.390699613,2.706142818,4.604720942,5.527286718,5.526796934,2.118629228,4.243707664,6.892479991,2.015558933,3.021236285,2.05811615,6.086693622,6.187574525,7.56712016,7.584629578,8.15356726,2.375249298,6.950038738,8.763184414,5.248536528,4.134717786,5.096691727,6.234203582,6.756339007,5.884249196
Not classified,INX,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita growth (annual %),,,,,,,,,,,,2.266447866,4.918857153,3.05522434,2.547204568,3.93244358,-0.12389862,6.755712958,5.676693464,1.708912948,1.899873132,2.1222984,1.321021503,-0.949007325,3.709680479,2.920734148,-0.473563688,4.652240612,5.66837809,6.234039847,8.375006729,1.345299109,2.640607513,2.180590543,5.339771178,9.073770578,8.232011871,9.642089222,7.104873123,9.62023057,8.456934242,4.376768377,3.812749863,1.998007383,4.791366619,3.486711866,3.050102832,0.83887062,-6.303288427,-5.52950564,1.479093482,-0.403967366,-1.320710923,0.84826709,8.017657389,24.6665708,3.091877222
"Iran, Islamic Rep.",IRN,GDP per capita growth (annual %),,7.574651881,5.145002034,4.289213924,5.674316435,14.00123877,8.588985412,8.321373894,11.3790272,12.4699415,8.014685225,10.72225679,11.47978812,4.556200352,2.867796558,-3.204172661,14.72986519,-5.770343256,-15.6561269,-15.04374024,-24.46971885,-9.329876757,18.27271661,6.602635698,-10.87595839,-2.151726884,-13.29069917,-3.956082863,-9.405382948,2.83542191,10.66733828,10.45811777,1.728578149,-2.691082163,-2.906225256,0.96327141,4.610725248,-0.471771305,0.178893343,0.180911001,4.134258306,0.920210379,6.668824166,7.329895188,3.13111364,3.017896222,4.508022005,7.899406665,-0.204666927,1.145567093,5.319690772,2.479720011,-7.783801655,-3.155246767,3.044947572,-2.678362319,
Iraq,IRQ,GDP per capita growth (annual %),,,,,,,,,,-0.255177242,1.040491803,1.902584361,0.369317977,1.068929471,12.40651314,8.906586997,13.45076802,-1.311747343,13.43231256,17.23432504,21.13943524,-3.507481281,0.627401018,-15.34518832,-3.945353725,-0.961851502,2.283750638,6.931492998,-2.190507885,-5.326674557,53.94384399,-64.99630808,28.88937883,26.49508395,0.752649442,-0.968322312,7.625564486,17.49866809,30.71869414,14.04677363,-1.550923374,-0.589562103,-9.467216734,-34.8976685,50.12184103,1.726410195,7.416024056,-1.095281207,5.547690222,0.670778342,3.400141878,4.277568331,10.28814328,3.091669284,-2.530283268,1.580264666,7.756986237
Iceland,ISL,GDP per capita growth (annual %),,-2.012883033,6.324752321,8.337935834,7.979744982,5.527347379,6.910046042,-2.847474491,-6.758929123,1.427705267,8.797833067,12.15019808,4.634456249,5.206311579,4.285800433,-0.632820654,4.912547467,8.015183223,5.192434719,3.839546396,4.634067461,3.082534248,0.798242253,-3.438184623,3.027443624,2.482432983,5.494860529,7.363170059,-1.642347846,-0.975500423,0.385665618,-1.373406637,-4.580531411,0.288501951,2.714620494,-0.425046302,4.220838765,4.057254503,5.432057317,2.753742856,3.257003601,2.462619808,-0.576719169,1.733195271,7.154881788,5.028674172,2.56455675,6.618125065,-0.351015913,-7.260946341,-3.420984725,1.676067671,0.68038647,3.428577577,0.797506046,3.017507742,6.09738646
Israel,ISR,GDP per capita growth (annual %),,7.591413397,4.967778452,6.694102502,3.750537256,5.348250042,-2.588105573,-1.357410559,13.83666481,10.64465309,3.807393226,7.781368517,10.80848632,-0.755849401,3.708133494,0.985830819,-0.920952368,-2.222017076,2.634181826,3.589780004,4.335924209,3.074669972,-0.085398872,1.644852397,-0.406368501,1.639379638,3.182632374,5.470329012,0.347472474,-0.827642455,3.579968389,1.410205348,2.0402026,2.788035745,4.198617506,3.793219131,3.415902249,1.51399446,1.894751038,1.128840802,6.101111667,-2.093602367,-2.06082516,-0.633246327,3.272355961,2.565753642,3.947873062,4.266654597,1.244643245,-1.123170339,3.606987107,3.138379393,0.509017695,2.446670991,1.201672112,0.496847142,2.008088383
Italy,ITA,GDP per capita growth (annual %),,7.486418839,5.48747777,4.842052489,1.95553271,2.402046147,5.164163281,6.405677604,5.873594596,5.499179506,4.713424207,1.34428045,3.103489703,6.401805944,4.812013849,-2.673183931,6.592319755,2.12582746,2.872936388,5.653224015,3.217170112,0.723232415,0.339224963,1.132491159,3.202783043,2.768381434,2.854366907,3.181430295,4.144042086,3.310861988,1.900439793,1.468175602,0.765807617,-0.913401716,2.130215484,2.885202333,1.257904503,1.781501577,1.586838368,1.542769107,3.663134183,1.715039025,0.099370852,-0.292868099,0.92663808,0.454825968,1.70045723,0.962787147,-1.703749434,-5.911710901,1.374225006,0.40380335,-3.080609243,-2.860797015,-0.800674505,0.880421769,1.096284131
Jamaica,JAM,GDP per capita growth (annual %),,,,,,,,0.521253846,4.436892853,4.217124226,10.51273687,0.917179398,16.12927734,-7.017194582,-5.731177857,-1.717175865,-7.935909447,-3.789156153,-1.246317335,-2.313834097,-7.037315582,1.026329739,0.345769653,0.190667626,-3.046791115,-4.175848733,0.886850376,7.05442279,3.355069669,6.541851978,3.490374478,4.003930775,1.059251218,8.387462951,0.404391494,1.366123807,-1.070996725,-2.089529068,-3.252352557,0.145874074,0.044067051,0.58221462,1.299699503,3.014130114,0.719743275,0.309463186,2.317356713,0.876894828,-1.333729825,-4.809098959,-1.928138113,1.28743587,-1.024189797,0.122496714,0.332947695,0.650212223,1.043585451
Jordan,JOR,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,20.95854143,3.765821179,17.83854104,6.032882995,15.26424756,1.01598182,3.251713986,-2.129489503,4.226996175,-0.671776608,2.916147992,-0.940612089,-5.616531842,-17.08100851,-3.72129453,-3.40780488,12.24251151,-0.89437263,0.054173985,2.07740425,-1.018083224,0.830222598,0.994946615,1.615763387,2.442890351,3.437238308,3.903743385,2.051763431,5.844659973,4.767948281,4.0837791,3.652513453,2.331125123,0.353701093,-2.834867477,-2.729200595,-2.713330857,-2.314911717,-1.536254581,-1.520903922,-1.195127574
Japan,JPN,GDP per capita growth (annual %),,9.161193628,7.898662484,7.375594935,10.51914086,4.688558624,9.632958038,10.05100008,12.50716501,10.17648681,-2.13260288,3.359757842,6.905499722,7.141982495,-3.092924015,1.45411994,3.208801191,3.389185258,4.323652939,4.599166639,2.014645178,3.410004342,2.6775339,2.360755663,3.80326395,5.68525123,2.206431935,3.596657647,6.690538372,4.93965456,5.212619612,3.00416464,0.569070017,-0.07587404,0.520535048,2.35065278,2.83922257,0.835962164,-1.397054141,-0.433936441,2.607761186,0.164609225,-0.114430565,1.3112232,2.170331694,1.653204953,1.35573127,1.537540226,-1.141363282,-5.405301222,4.173577263,0.069722131,1.657256452,2.147753804,0.46889279,1.326914281,1.115023301
Kazakhstan,KAZ,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.55454242,-5.234299697,-8.59574234,-11.32271054,-6.577250363,2.033716049,3.319584303,-0.192003058,3.68290066,10.13050011,13.69319315,9.795470246,8.93293015,8.841004823,8.729207192,9.535335075,7.661436102,2.049064285,-1.433028552,5.795315864,5.875469565,3.334391214,4.482671985,2.669481002,-0.270354374,-0.435267746
Kenya,KEN,GDP per capita growth (annual %),,-10.59828524,6.063763695,5.366051578,1.636066603,-1.259441584,11.01665159,-0.018002069,4.407057498,4.328657949,-7.915728792,17.92915209,12.95777731,2.12158031,0.320619595,-2.775851577,-1.568782189,5.448892735,2.980617217,3.631178325,1.657908433,-0.111050945,-2.295820031,-2.467801246,-1.997033038,0.513668384,3.351926471,2.221704894,2.551025749,1.167616549,0.766169279,-1.821708498,-3.916324572,-2.725735403,-0.43814805,1.359641547,1.182104306,-2.323351599,0.460074365,-0.471511388,-2.119448625,0.983246529,-2.155036134,0.16744291,2.275305979,3.04702973,3.588091308,3.950219017,-2.488070028,0.511532948,5.484607077,3.272718066,1.784718607,3.09211723,2.610928308,3.000941793,3.172375167
Kyrgyz Republic,KGZ,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,1.353404767,11.2196199,0.663560151,3.688011593,-9.345729879,-14.87656483,-15.48365723,-20.05683943,-6.363279303,5.511227385,8.3236871,0.567202293,2.12677888,4.178358668,4.326959715,-0.930894091,5.914004509,5.739526636,-1.295107319,2.000426334,7.512743595,7.376440391,1.651651519,-1.651753118,4.674715696,-1.738142576,8.735789199,1.957996974,1.758864533,1.679183825
Cambodia,KHM,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.428388123,3.064024701,2.275824243,2.668774856,2.275920579,9.217428402,6.362359075,5.967372184,4.619768223,6.662207979,8.564615306,11.48501674,9.091672811,8.5831286,5.124959813,-1.402853817,4.344744362,5.381940557,5.577812185,5.66998807,5.33198003,5.333422892,5.223062236
Kiribati,KIR,GDP per capita growth (annual %),,,,,,,,,,,,-3.88084014,10.38395004,19.15050472,43.22929028,3.83783562,-27.82529646,-6.011286134,-0.43363918,-12.86045768,-17.67979556,-4.582541757,5.45741648,-2.161896127,3.173383563,-8.723449261,-3.119677666,-11.52051957,6.271865966,-5.764354853,-2.99421907,-1.747625509,-0.565085493,-0.395983548,0.461060897,-1.362408337,0.178004014,0.047536499,4.772491984,-3.218927494,4.437332654,-3.13688265,2.022875002,0.225416645,-3.418766709,2.924783436,-3.601377975,0.025715917,-3.970220747,-1.832485663,-3.605161719,-1.447133369,3.256959643,3.908915078,0.62582085,1.702536074,1.28344391
St. Kitts and Nevis,KNA,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,4.95117363,8.082692508,8.899002954,1.677383043,0.977099146,1.76945975,9.259107744,9.340640584,11.42164226,7.239228907,10.32006902,6.150192714,4.937055673,-2.575430211,3.399916904,5.765168185,4.003357079,4.475632677,4.709456941,5.74316173,-1.723019037,2.219082403,9.352543922,4.051172093,1.1503625,-4.970121466,2.170424936,7.339379573,0.572740531,-1.325502425,5.132528317,-4.075870221,-3.311261722,1.294133315,-1.706227771,5.065178401,4.839125291,2.713585024,2.562354269
"Korea, Rep.",KOR,GDP per capita growth (annual %),,3.757531391,0.91187957,6.191580628,6.633664097,4.493269923,9.202933999,6.598515582,10.59249153,11.97779007,7.62091965,8.298595432,5.159305857,12.81491419,7.602094292,6.064420107,11.32354916,10.54078275,9.104327591,6.990351409,-3.221349795,5.521253786,6.604682482,11.58487294,9.088400012,6.693985417,10.12319836,11.3647533,10.81430697,5.976304528,8.734756811,9.267071181,5.077883771,5.766865889,8.112865272,8.473631904,6.574238928,4.93358089,-6.151132478,10.520251,8.017418225,3.726413585,6.813310902,2.401073253,4.484912194,3.703594867,4.625216748,4.931903195,2.051380609,0.190517264,5.967519429,2.887463263,1.756043816,2.428866761,2.694343122,2.249661522,2.36468791
Kuwait,KWT,GDP per capita growth (annual %),,,,,,,1.33728724,-7.194487607,-0.271107886,-5.623394352,-4.505823871,0.363547071,-2.129957934,-10.45974435,-14.83181449,-13.39527896,2.660722163,-5.959200672,1.187840462,7.596308125,-24.81724181,-22.9953645,-16.27887991,5.571616537,0.46072619,-8.836241689,2.823253385,2.203040065,-14.28824713,22.41016312,,,,,,,-0.695117866,-2.519408261,-3.170591718,-7.846722029,-0.087721076,-2.069995635,1.343511841,15.95242323,8.814722407,6.755042516,2.968660685,0.65052254,-3.274442247,-12.56789523,-8.200908123,2.99902776,0.204573952,-4.552396214,-4.390517227,-2.121101267,
Latin America & Caribbean (excluding high income),LAC,GDP per capita growth (annual %),,3.687646483,1.964453514,-0.53921893,4.764266193,2.498482613,0.984039003,1.768156374,5.342524406,3.613619389,4.167518337,4.037374967,4.924646094,6.566876528,4.083619743,1.801374491,3.739799583,2.277921213,1.281914936,4.0599786,3.891720185,-2.110014015,-2.641379487,-4.714000252,1.734326358,1.473534377,2.418410931,1.258788345,-1.307628304,-0.86900716,-1.522088518,1.771572683,0.707650064,2.009248131,2.728123764,-0.334179119,1.499559779,3.348960525,0.313587593,-1.538694726,2.316463822,-0.778187321,-1.114704277,0.117267792,4.984318784,3.168929455,4.136520329,4.62505052,2.828223625,-2.976810225,4.682579363,3.229149128,1.614476254,1.602514091,0.147013487,-1.36861436,-1.84853556
Lao PDR,LAO,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,2.177696447,1.950787901,-4.230685788,-4.816403464,10.93155762,3.696133749,1.401048786,2.692715557,3.142525626,5.487202965,4.570665567,4.657888806,4.772511172,2.065302888,5.453112547,4.051385514,4.086129803,4.32522455,4.500934817,4.762706973,5.443052798,6.849041478,5.780619731,6.000506384,5.757048091,6.889552029,6.550945354,6.650824134,6.704281665,6.274319631,5.861297709,5.528105618
Lebanon,LBN,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.62355383,25.29681251,35.71803277,1.929897873,4.084347115,5.324127971,4.471463539,3.850405097,-2.972715694,2.884682563,-1.799489415,-1.121745659,0.022512857,-1.369217348,-1.758884991,1.477843187,-0.452226924,-0.208103431,8.570389438,8.473671938,8.402635731,4.127427383,-3.601304389,-4.619065154,-5.978852645,-4.144129964,-2.996804278,-0.864960178
Liberia,LBR,GDP per capita growth (annual %),,0.232533312,-0.862761317,0.017721501,2.794092991,2.39944984,5.197177665,4.217004382,2.236194699,4.635007835,3.960561621,2.187414862,1.385676668,-4.899317932,1.852463531,-6.204772707,2.332901937,-1.257382877,1.812021872,0.120605264,-7.218356402,-5.593512782,-6.005250197,-5.211927843,-4.654415527,-2.356793313,-2.092901077,-0.513165581,-0.868576295,-25.51370168,-50.23014355,-12.68625344,-33.8809949,-32.2220948,-22.25352996,-7.064007956,6.098732761,91.64805053,20.37803886,13.57393936,21.92750994,-0.749514144,1.332683439,-31.34158668,0.676333935,2.543868926,4.375151083,5.260236644,2.757475026,1.196561014,2.429104953,4.955673239,5.117500739,6.047886558,-1.694317586,-2.419848249,-4.035610729
Libya,LBY,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.099793403,-3.294333074,-2.516787985,11.23628571,2.835457172,10.17260859,4.89352376,4.768226701,1.264394684,-1.891878756,4.202673407,-62.225087,,,,,
St. Lucia,LCA,GDP per capita growth (annual %),,,,,,,,,,,,,,,,,,,9.396909723,2.165851156,-3.781546023,4.936495837,0.604380688,3.383664651,6.176262376,6.979834697,13.18391525,2.157078039,12.13031738,7.261814082,6.021061616,-1.034197444,6.686100983,-0.836175282,0.417806791,0.454223628,1.544118318,-2.198382526,4.916797118,1.356694992,-1.344729018,-4.702395556,-0.503529395,3.915595909,6.800791594,-1.378311453,5.739457329,-0.174838478,2.987850486,-1.408113964,-2.586059637,-0.483581953,-2.013962071,-0.40743766,-0.061183301,1.473234897,0.240788957
Latin America & Caribbean,LCN,GDP per capita growth (annual %),,3.675898275,1.941664828,-0.233744,4.539459281,2.399925346,1.383771275,1.723005241,5.087277363,3.643107432,3.987401981,4.057021217,4.566084059,6.006170928,3.853972619,1.292985196,3.725531053,2.475739365,1.547509738,4.204172602,3.907807766,-1.878282732,-2.93845671,-4.797705281,1.764981553,1.468628017,2.483452487,1.423406584,-1.007560026,-0.536881161,-1.370672465,1.815938208,1.020464511,2.087473669,2.770079194,-0.01812557,1.668910268,3.441485493,0.577778985,-1.453555862,2.307805873,-0.452618557,-0.967884648,0.272450653,4.898741823,3.166717867,4.057184492,4.379098461,2.704087049,-2.93863578,4.515956013,3.1742057,1.63552272,1.631415369,0.211120894,-1.214800499,-1.696447207
